    	-3	-1	1	1	0	-2	-4	-1
	-2	2	-2	-2	-2	0	1	-3
    	3	-3	-3	1	-2	1	1	3
	0	0	0	3	-5	-1	2	3
    	-1	-3	1	-1	2	0	-5	-2
	-2	-1	0	-4	1	-3	-5	-2
    	-4	-4	-2	1	1	-1	-3	-1
	1	4	-2	-1	0	-2	0	0
    	-1	3	-5	2	-2	0	1	-1
	-1	1	4	1	-2	-2	1	1
    	-3	-3	-1	-2	-2	-2	-1	-3
	-5	-3	0	-3	-1	0	-2	-3
    	1	-4	0	0	-2	-2	4	2
	2	2	-3	0	-2	-2	4	2
    	-4	1	0	-2	1	0	-5	-2
	-5	-4	0	0	3	-1	-1	-3
    	0	1	1	3	-1	-1	-3	-2
	3	2	0	-3	-1	0	4	2
    	-1	1	-2	1	2	0	-3	0
	-1	-3	1	-2	3	2	-5	-1
    	1	-2	0	0	0	1	-2	-1
	-3	-1	3	0	0	0	-4	0
    	2	-1	0	-2	-3	-1	0	2
	1	2	-2	1	-4	-3	2	2
    	-3	-3	1	-2	3	-1	-5	-4
	-3	6	3	0	0	2	-3	-3
    	1	3	2	2	0	0	3	2
	0	-3	1	-1	1	-2	1	3
    	-2	-1	-3	2	0	0	-1	0
	-3	2	0	-1	0	0	-4	0
    	0	-1	1	1	1	-2	-2	-3
	1	-1	-1	0	-1	2	-1	-2
    	2	-2	-3	-3	-3	-3	3	3
	-1	0	0	1	-3	-1	4	0
    	-3	-2	1	-3	1	-3	-4	-3
	-1	-1	-2	-3	-1	0	-4	-6
    	0	-2	1	0	1	-1	2	3
	5	-2	-3	3	-1	-4	3	3
    	-1	3	0	-2	0	2	-1	1
	-1	-1	1	-3	0	3	-4	-2
    	-1	1	0	0	-1	-1	-2	0
	-1	-1	0	-1	4	0	1	0
    	2	-4	-3	-1	-2	-3	6	1
	0	4	3	1	-4	2	1	1
    	-3	0	3	2	0	-3	-3	-1
	-4	1	-2	-3	3	-1	-3	-3
    	4	4	-1	0	-2	1	4	3
	2	-2	-1	1	-3	-3	2	3
    	-4	0	1	-1	0	6	-3	-4
	-2	-3	-2	-5	-1	3	-3	-4
    	-1	-1	1	2	-1	-2	-4	-2
	1	-1	-2	1	2	0	2	0
    	2	-1	-1	1	-2	-2	1	2
	-1	0	2	0	0	0	1	1
    	-2	0	0	0	0	-1	-4	-4
	-2	-1	1	3	-1	1	-4	-1
    	3	0	0	-4	-1	1	3	0
	3	-1	-3	-3	-2	0	5	-2
    	-8	0	1	9	2	3	-1	-3
0	4	-1	4	-3	2	-2	-3	23	2
    15	-2	2	3	4	0	3	-3	-24	2
50	-2	-2	-7	9	0	-2	5	11	2
    65	0	3	1	-6	0	-4	-3	-29	2
94	-9	-4	2	0	-6	-1	-5	-5	2
    109	-2	1	2	16	-5	-9	-9	-5	2
140	-16	-2	0	3	6	-2	-11	-17	2
    155	8	2	-2	3	-24	4	-1	4	2
185	10	-5	-2	-7	-16	-8	0	7	2
    200	-10	4	2	7	17	7	-8	5	2
230	4	1	3	-23	-8	-6	8	4	2
    245	0	-4	-5	5	-3	-6	-6	-6	2
275	4	1	0	14	14	5	-1	16	2
    290	0	-4	4	10	7	0	-6	-14	2
320	-9	-2	-7	-3	1	5	0	-5	2
    335	1	3	3	-9	14	3	9	-10	2
364	20	15	14	25	2	5	17	35	2
    379	-6	-1	-7	-3	0	-2	-4	-9	2
410	-2	-6	-4	-7	-9	1	-4	8	2
    425	17	-3	-7	6	-6	7	4	21	2
455	-3	-7	-6	-8	19	1	6	4	2
    470	-4	2	12	28	-13	-3	-12	16	2
500	-11	-1	-9	-9	-9	3	-19	-14	2
    515	7	2	2	-11	12	-11	4	15	2
545	5	4	0	11	7	2	-5	26	2
    560	5	-7	-14	-19	-1	-3	1	-1	2
589	5	-8	-3	9	9	4	2	6	2
    604	9	-7	3	-3	1	-2	-11	5	2
634	-23	-9	-1	-2	-9	-3	-18	11	2
    649	9	1	4	-4	-20	-2	-3	-1	2
679	5	0	3	-3	-1	1	21	0	2
    694	-2	4	3	-1	0	-3	4	-3	2
724	-3	5	0	-4	5	-1	-1	-1	2
    739	1	-1	-4	10	6	1	7	6	2
769	6	4	1	-3	-1	-2	0	1	2
    784	-6	-8	-2	-2	17	-2	0	-9	2
815	3	2	-2	-1	-3	-1	3	5	2
    830	3	1	2	4	1	-3	2	1	2
	-11	-3	0	2	-3	2	5	-1
    	-1	-6	-2	-4	7	0	-2	0
	-3	0	2	-2	-3	2	-4	-3
    	6	0	1	3	4	-2	-5	-4
	-7	-2	0	4	-3	0	-4	-2
    	-2	2	-1	-5	6	-2	2	0
	6	2	3	-3	-2	0	2	2
    	-7	0	3	2	-2	-3	-2	-2
	2	-4	0	-1	3	0	-4	-2
    	1	4	-2	-1	1	2	5	0
	11	-1	-2	2	2	-5	2	2
    	-5	-2	-1	-3	0	1	-5	-1
	-14	0	2	1	4	2	-5	-5
    	1	1	1	0	-3	0	-1	-3
	1	-2	-2	1	-2	-1	3	2
    	-1	-1	-2	0	-3	0	2	2
	-2	-3	0	-3	2	-1	1	-2
    	2	-2	2	3	1	2	-5	-5
	-2	2	-3	-2	0	-1	0	0
    	4	1	-2	-1	-3	-3	0	0
	0	-2	-2	-1	-3	-3	5	5
    	6	4	0	1	2	0	-1	-1
	12	-2	-1	-1	1	-2	-4	-4
    	-3	-1	-3	-2	-1	3	-3	-3
	4	1	3	3	1	-4	1	0
    	-2	1	-1	0	-2	2	0	-1
	6	1	-2	-2	-1	0	1	3
    	-5	1	0	-2	2	-2	-3	-4
	4	3	-1	1	1	-2	-2	-1
    	-4	-3	-2	-2	-11	-4	1	2
	-2	0	0	-1	-6	-4	1	3
    	-9	-1	-2	0	8	-3	-3	-2
	-1	2	1	-1	0	7	-1	4
    	0	1	1	-2	2	1	3	0
	4	0	-1	-2	1	0	4	0
    	4	3	0	-2	-3	2	1	2
	-36	-2	-1	1	-1	-3	0	-2
    	18	-8	1	0	1	0	-6	0
	13	2	5	-4	2	2	0	-3
    	-1	1	-1	3	-6	-4	3	0
	6	-2	1	2	1	-3	1	3
    	-9	2	0	-3	0	-1	-2	-4
	3	-7	-2	-2	-1	2	-6	-3
    	1	1	-1	-1	-2	-3	1	-1
	0	1	0	-2	-5	0	1	-2
    	2	-2	-1	2	2	5	0	0
	-1	-1	3	-2	1	-1	-6	-2
    	0	-2	-1	-4	2	0	-1	-2
	-1	-2	-1	-1	1	-1	2	-1
    	7	1	-3	-1	-3	-4	5	0
	7	-3	-8	-1	3	-1	0	3
    	-2	0	3	2	-1	2	0	-2
	-1	0	3	-1	1	2	-5	4
    	0	-1	1	5	2	-7	-1	1
	0	-3	-4	2	-1	-4	1	2
    	-3	-2	0	-1	1	5	0	1
	-2	0	5	5	2	-1	-4	-3
    	-4	-2	-2	2	-1	-4	-3	-1
	2	-6	2	-1	2	1	2	4
    	-4	-5	-4	3	-1	2	9	2
	3	2	-5	4	0	0	-1	3
    	-4	0	2	1	2	3	-6	-5
	-3	-2	3	-3	0	3	-5	-1
    	-1	0	-2	4	0	-1	4	1
	3	2	-2	-2	-2	-3	3	6
    	0	-2	-2	-2	0	-4	-4	0
	-6	1	1	-5	-2	0	-2	-3
    	-1	0	2	2	2	2	-7	-4
	0	0	-1	-3	-3	-1	-1	-3
    	-7	-1	-2	2	-2	1	3	3
	6	-2	-1	2	-1	-7	-3	-1
    	-1	1	2	-1	-1	-2	-3	-3
	0	3	-1	-2	0	1	-2	-1
    	2	0	-1	-3	-2	-3	2	0
	0	1	-4	-3	-3	-1	3	3
    	-5	-1	3	2	-2	-1	-6	-1
0	1	2	0	5	5	3	-4	-14	3
    15	-6	-3	-2	1	-2	3	0	-2	3
45	0	4	6	21	-4	-4	2	10	3
    60	-1	4	0	-21	6	1	-7	-11	3
89	3	-3	0	4	4	3	-7	-11	3
    104	1	1	3	10	-5	1	8	26	3
134	3	-2	-9	11	6	2	6	16	3
    149	-3	-4	-1	-11	2	2	-1	2	3
180	-8	-4	-15	-42	3	5	1	-6	3
    195	7	4	0	16	14	4	9	11	3
224	-4	-6	3	16	-8	-3	-4	-14	3
    239	-3	6	-5	-20	-4	2	1	8	3
275	-3	0	1	-5	24	6	7	-15	3
    290	10	0	5	30	-3	-2	0	5	3
314	0	-5	-3	-21	-5	1	2	7	3
    329	11	6	2	7	-5	-11	8	0	3
359	13	3	6	7	-6	-1	0	19	3
    374	-10	-7	-2	2	8	1	-9	-10	3
404	-4	-1	-5	7	8	10	-6	-12	3
    419	1	4	9	-20	-3	-7	-3	10	3
449	1	5	-3	-16	7	-6	6	-11	3
    464	8	2	4	4	-7	-2	-3	19	3
495	-12	-4	4	0	1	-3	-5	-14	3
    510	3	4	-2	8	5	0	7	5	3
539	9	1	1	0	-12	0	28	-14	3
    554	2	-3	3	-11	0	2	-13	13	3
584	-8	-2	-1	-14	5	-6	-8	0	3
    599	13	-2	-1	7	4	1	35	6	3
630	-14	2	-2	-8	-8	-1	9	2	3
    645	0	-2	-1	-2	-9	1	-13	-31	3
674	-19	0	1	3	-4	5	5	-4	3
    689	5	1	0	-2	-3	2	-4	5	3
	6	2	-3	9	-1	-4	8	-5
    	-3	-1	-1	0	-7	-2	0	3
	18	3	-2	2	-1	-3	1	4
    	-15	-5	-1	-4	0	-1	0	-14
	-6	0	-1	2	-2	1	2	-7
    	5	-1	-2	2	-1	-8	-1	3
	0	-2	1	1	-6	0	7	10
    	20	-3	-1	1	5	3	-2	5
	0	0	4	-2	-11	-3	-4	-1
    	4	3	-1	0	14	2	0	6
	0	0	-1	2	6	-3	-1	1
    	5	-3	-3	-6	-10	0	1	12
	-1	-1	1	-2	2	5	3	-1
    	-12	0	-2	-5	-3	3	-3	-5
	-3	-2	1	1	2	2	0	6
    	5	0	1	8	0	-2	2	-6
	8	0	0	1	0	2	3	1
    	-8	4	2	2	-5	0	-8	-17
	2	-3	0	-2	0	6	1	10
    	2	2	0	-1	-1	-8	-6	-15
	-3	-1	1	-1	-4	-1	1	2
    	13	0	-5	-3	1	-2	3	4
	-21	0	-3	-4	2	2	8	-7
    	7	1	1	2	-4	9	-6	4
	9	4	0	1	4	1	-2	0
    	0	1	0	0	-3	-7	1	4
	3	1	0	4	-1	-2	-4	3
    	-3	5	0	-4	-5	7	-4	1
	1	-2	3	1	-3	0	-7	-4
    	-5	2	2	-1	6	0	1	3
	-7	-1	-1	-3	-4	0	4	-5
    	5	2	-2	0	0	-1	3	6
	-6	2	1	3	4	4	0	1
    	0	2	2	1	0	3	3	-1
	-5	1	2	-2	2	-4	0	-1
    	2	1	-4	1	-3	-1	1	-9
	-4	0	-1	1	1	-3	3	-1
    	1	-1	1	-1	1	1	-3	2
	4	2	0	-3	1	-1	-3	-1
    	-3	1	0	-2	-5	-1	3	-6
	-1	-4	-1	-1	-1	-1	2	0
    	-2	0	-4	1	2	-5	-1	2
	5	-3	1	1	4	1	-1	-1
    	-3	1	2	-3	1	4	-2	-1
	-5	2	0	-2	-2	-2	0	0
    	0	0	-1	-1	2	3	1	-1
	6	-2	-1	2	-1	-3	5	3
    	3	1	-1	0	-2	1	-3	-2
	-5	-3	-1	-1	-1	-3	-2	-3
    	-4	0	0	-1	-3	-5	-1	-1
	9	-4	-2	2	-2	-1	2	0
    	1	-4	0	-2	0	4	1	2
	3	5	0	-3	0	-1	-4	2
    	-9	1	2	-1	-3	1	12	1
	-10	-1	0	-1	-10	0	-7	-7
    	5	-5	-6	3	5	-8	1	-2
	-2	0	-2	-1	-8	3	11	2
    	0	2	5	3	7	2	-2	0
	-16	-2	0	-4	-3	-3	0	-7
    	6	5	-2	-2	-7	-2	3	-5
	-1	1	-1	1	-3	0	4	1
    	3	-6	-1	-2	2	1	1	3
	-4	1	1	-6	-3	0	-8	-5
    	0	-1	-4	2	8	1	-2	3
	3	2	1	1	5	1	-7	1
    	-3	-3	0	0	-1	-2	3	3
	2	2	-1	-1	8	1	6	3
    	-4	-1	5	-4	-4	-1	-7	-4
	-6	2	0	3	-1	-1	1	-3
    	-2	-3	-2	0	-7	-1	-5	0
	3	-1	-7	3	0	-2	3	-1
    	-1	0	-1	1	-8	0	-3	1
	-4	0	-1	4	0	2	-6	-5
    	-7	-3	-1	2	-2	0	-4	-4
	-2	-2	0	-3	1	0	0	-1
    	3	-1	0	-1	0	-4	5	3
	3	4	-3	-2	1	2	4	2
    	-7	-2	-2	3	4	-4	-3	-1
	0	-2	-2	-5	-1	0	-3	-4
    	1	-2	-3	2	1	0	4	2
	3	1	0	2	-1	0	1	2
    	0	0	1	-1	0	1	0	-1
	-1	-2	1	-4	-3	2	-5	-4
    	5	2	1	0	2	2	-2	0
	-4	2	3	1	1	2	0	-2
    	3	-2	2	-1	-2	0	3	3
	-3	-2	-2	0	-1	0	2	-1
    	-2	4	3	-6	0	1	-5	-5
	-1	0	2	3	0	1	-3	-1
    	4	-4	-5	-2	0	1	3	3
	1	-1	-5	-1	-3	-2	6	3
    	-4	-2	-2	0	3	0	-5	-4
	-6	2	2	-2	0	-1	-2	0
    	-2	-2	-1	-2	-2	-1	0	-5
	3	-1	-1	0	0	-1	-1	-2
    	10	-1	-4	-1	-4	2	3	2
	4	1	0	2	0	0	-2	0
    	-4	2	2	-1	-9	0	-4	-1
	-9	-2	2	5	-1	-5	-1	-1
    	13	-3	-6	-2	-2	-3	4	4
	-3	1	3	0	-6	-1	3	1
    	-10	2	2	2	-2	2	-3	-4
	-2	-3	3	-3	1	0	-5	-3
    	-6	-5	-3	-3	1	-2	1	-1
	3	-2	-4	-2	-2	-5	1	4
    	-4	1	3	2	12	0	5	1
	1	4	3	1	6	3	-1	-2
    	-2	-3	3	-4	-1	1	-5	-2
	-3	-3	2	4	9	1	-1	-3
    	2	-3	-3	0	-7	-3	4	3
	6	-3	-3	2	-7	0	4	2
    	-5	-2	1	0	0	2	-5	-2
	-2	0	0	-2	4	0	-5	-3
    	3	-1	-2	-1	-4	-3	2	-1
	3	-1	-2	1	-5	-5	2	0
    	0	3	2	-1	5	1	-1	2
	-5	-4	3	-1	-1	-1	-2	-2
    	-2	-2	-3	-2	1	0	0	-1
	1	3	3	0	1	1	-1	-1
    	4	-2	-3	-2	-5	-2	1	3
	2	-2	1	-2	-1	0	1	3
    	-2	-1	5	-2	0	-2	-2	-1
	-4	-1	0	-1	5	0	-4	-3
    	-1	-1	-2	-2	-6	-3	1	0
	2	1	-2	1	-4	-2	5	2
    	-6	0	-1	1	3	1	-4	-1
	-3	-1	3	2	-2	-1	-6	-2
    	0	0	3	0	1	1	-1	-2
	-1	-2	-2	0	1	-1	-1	-1
    	6	2	0	2	-1	-4	5	2
	3	3	2	-3	-9	-2	3	1
    	-6	-4	0	-1	7	2	-1	-2
	2	3	1	1	0	-4	-3	7
    	-1	1	4	0	0	3	0	-12
	4	-3	1	-2	-5	-3	2	5
    	-2	2	0	4	-1	2	-4	-3
0	0	4	2	-2	1	2	-2	-3	4
    15	3	0	-3	0	0	-2	-5	1	4
57	-2	-5	-1	-1	2	-1	-2	2	4
    72	4	0	-2	-6	6	-5	7	25	4
103	-4	-1	0	-4	-12	-2	-12	-15	4
    118	2	0	3	-1	-13	1	-6	-2	4
	-2	-1	1	-4	3	-3	1	-2
    	4	1	-3	0	-10	-1	6	-1
	-2	-2	2	1	-4	-2	7	-2
    	0	2	-1	1	1	1	2	-1
	4	-3	0	-1	3	3	1	-1
    	-7	-1	0	-1	1	-1	-1	-2
	1	-2	-5	-2	-5	2	-1	-2
    	-6	1	1	-3	-1	0	1	-1
	1	2	1	-2	5	0	-1	1
    	3	3	2	0	0	-1	-3	-1
	-1	-1	0	2	-2	-1	-4	-1
    	2	-2	-4	2	-2	-1	8	2
	-4	0	-2	1	2	-2	6	3
    	5	-1	-1	-1	-6	0	-2	-1
	-3	-3	-1	2	-2	0	-1	-4
    	-5	-3	-1	-1	3	2	-2	1
	-6	1	-1	2	-3	-3	3	1
    	7	0	2	-1	0	0	1	-1
	17	6	-1	3	-3	2	-1	1
    	-20	-2	1	-2	0	1	-5	-2
	3	4	-2	-1	0	2	-2	0
    	2	1	-3	0	-2	-2	3	3
	-7	-1	2	-1	1	-3	4	3
    	-2	0	1	0	-1	-1	-5	-3
	-4	-4	0	-2	11	-2	-3	-1
    	7	1	-2	-1	-9	1	0	-1
	-10	-3	1	0	-2	-1	2	0
    	0	1	1	-4	0	1	-2	2
	-1	-1	2	-3	-1	0	-4	-2
    	-1	-3	0	2	1	0	0	-3
	-1	-2	-1	-2	-1	1	-2	1
    	3	-4	-2	2	-2	-3	6	2
	0	0	-4	2	-2	0	4	1
    	2	2	3	-3	0	0	-5	-1
	0	2	1	-1	0	0	-2	-2
    	3	0	3	0	-2	-3	-2	-2
	0	-5	-1	0	-4	-4	2	2
    	-2	-1	-2	-1	0	0	-4	0
	-4	2	0	-3	-1	2	-3	-4
    	-3	1	0	0	-1	0	3	-1
	11	4	-1	3	1	0	-1	-1
    	-1	1	-3	2	-4	-6	2	3
	3	0	1	1	-4	-2	-2	2
    	-1	-1	4	2	2	3	-2	-3
	-4	-4	-1	-3	0	2	-2	-3
    	4	-6	-4	0	-2	-4	4	2
	2	1	-1	2	-3	-1	4	3
    	-2	-2	-1	0	0	1	0	1
	-2	0	1	-1	4	4	-2	-4
    	-3	2	0	3	-1	-1	-2	-3
	-1	-1	-3	-2	0	1	1	-1
    	-4	1	2	0	-2	-4	3	2
	1	-2	-1	0	-1	0	-4	-2
    	-5	-3	1	-2	2	2	0	-1
	-3	2	-1	-1	-1	0	-2	0
    	-1	-3	-1	-1	-2	-1	2	0
	-10	-4	-2	2	0	-1	2	4
    	-6	0	1	-7	-2	5	-4	-1
	3	-1	2	-2	-4	1	-4	-4
    	-5	0	0	0	2	-1	-4	-1
	2	2	-4	2	-3	0	-1	0
    	1	0	2	3	-1	-2	3	2
	-2	1	2	1	1	-1	-1	0
    	-7	2	2	-3	0	1	-5	-3
	-4	-4	2	-2	-1	2	1	0
    	1	-3	0	3	-1	-2	3	2
	2	2	-4	4	-4	-1	2	3
    	0	-3	1	-3	2	1	-2	-2
	-2	3	1	1	1	4	-5	-3
    	0	0	-4	2	1	-2	2	-2
	-4	-1	-1	0	-1	-2	1	0
    	4	-2	2	-1	-1	1	0	1
	-2	-3	0	-2	0	1	-4	-1
    	1	0	-1	-1	2	-2	0	-1
	3	0	4	2	-1	0	-2	-2
    	3	2	-2	0	-3	0	4	3
	-1	-2	3	-3	2	-2	2	3
    	3	3	0	-1	3	1	-4	-1
0	-4	-3	-2	4	-2	-2	-1	-4	5
    15	-1	-1	-3	-2	2	1	1	-10	5
50	-5	0	0	0	0	4	3	4	5
    65	-27	-3	-2	-4	-3	0	2	-1	5
94	9	1	-1	-3	7	5	1	-2	5
    109	-10	-3	-3	0	-19	-6	-2	3	5
138	11	0	2	3	1	-3	2	4	5
    153	-9	-1	0	-5	-3	1	-3	-4	5
	-17	-1	0	-3	-1	-4	-7	3
    	25	3	0	4	5	1	2	9
	9	1	0	4	-2	-1	4	2
    	-6	-2	-3	-1	0	-1	-2	-2
	-17	0	-1	0	4	-1	-1	-3
    	2	-1	0	4	0	1	-2	-4
	-4	1	0	-2	-3	0	-2	0
    	4	-1	-3	0	3	2	3	4
	-14	0	2	1	-3	-2	1	2
    	20	-2	0	-4	0	2	-1	-1
	-11	0	0	3	-3	1	-4	-4
    	-1	-1	1	-2	-2	-1	3	2
	-9	-1	-2	0	0	-3	3	4
    	-2	-3	3	4	0	3	-3	-3
	-4	-3	1	-1	0	-3	-5	-3
    	-1	-2	1	1	12	-1	-1	-2
	11	-4	-2	-1	-2	0	-1	-1
    	-8	-3	-3	-1	-5	-1	3	2
	0	2	-1	1	3	-1	2	-1
    	-3	2	2	0	-2	0	-2	-3
	0	2	-2	-1	-2	-2	-3	-1
    	-6	-2	-2	-1	-3	0	2	2
	-10	2	-2	0	-5	-5	3	1
    	16	4	1	2	6	2	-1	0
	2	-1	2	-4	0	7	-4	-1
    	1	-1	1	4	-1	-1	-1	-2
	-17	1	0	1	5	0	3	-1
    	-11	-1	0	-2	-2	2	0	0
	3	2	0	1	-7	0	-1	1
    	-2	1	1	1	2	-2	-1	-4
	-1	-1	1	-1	-1	3	-5	-6
    	6	-2	-2	-3	-5	-8	5	3
	0	1	-1	4	10	-2	4	4
    	-2	2	-1	-1	1	0	-1	-2
	-6	0	0	0	-1	1	-3	-5
    	-2	0	-2	-1	1	2	0	-1
	1	1	-3	-1	-6	-7	1	3
    	2	-1	1	1	4	3	0	3
	-1	0	0	-2	3	3	3	-2
    	-2	2	1	1	2	0	-2	-2
	3	-3	0	-3	0	-2	-3	-1
    	-4	-3	-3	0	-5	-1	3	2
	0	-2	-2	-2	-1	1	3	5
    	-5	0	0	0	3	3	-6	-4
	-1	-3	-1	-2	5	0	-6	-3
    	-5	-2	2	-2	-2	-1	1	-1
	-3	-2	-1	1	-2	-5	3	-1
